Neighbourhood,Neighbourhood Number,Gender,Question Type,Characteristic,Year,Value,Ward
Rio Terrace,4430,Men+,Citizenship,Canadian citizens aged under 18,2021,160,sipiwiyiniwak Ward
Rio Terrace,4430,Men+,Citizenship,Not Canadian citizens,2021,0,sipiwiyiniwak Ward
Rio Terrace,4430,Total,Citizenship,Canadian citizens,2021,1225,sipiwiyiniwak Ward
Rio Terrace,4430,Total,Citizenship,Canadian citizens aged 18 and over,2021,985,sipiwiyiniwak Ward
Rio Terrace,4430,Total,Citizenship,Canadian citizens aged under 18,2021,240,sipiwiyiniwak Ward
Rio Terrace,4430,Total,Citizenship,Not Canadian citizens,2021,25,sipiwiyiniwak Ward
Rio Terrace,4430,Women+,Citizenship,Canadian citizens,2021,585,sipiwiyiniwak Ward
Rio Terrace,4430,Women+,Citizenship,Canadian citizens aged 18 and over,2021,515,sipiwiyiniwak Ward
Rio Terrace,4430,Women+,Citizenship,Canadian citizens aged under 18,2021,75,sipiwiyiniwak Ward
Rio Terrace,4430,Women+,Citizenship,Not Canadian citizens,2021,20,sipiwiyiniwak Ward
Ritchie,6610,Men+,Citizenship,Canadian citizens,2021,2095,papastew Ward
Ritchie,6610,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1810,papastew Ward
Ritchie,6610,Men+,Citizenship,Canadian citizens aged under 18,2021,285,papastew Ward
Ritchie,6610,Men+,Citizenship,Not Canadian citizens,2021,175,papastew Ward
Ritchie,6610,Total,Citizenship,Canadian citizens,2021,4135,papastew Ward
Ritchie,6610,Total,Citizenship,Canadian citizens aged 18 and over,2021,3630,papastew Ward
Ritchie,6610,Total,Citizenship,Canadian citizens aged under 18,2021,505,papastew Ward
Ritchie,6610,Total,Citizenship,Not Canadian citizens,2021,350,papastew Ward
Ritchie,6610,Women+,Citizenship,Canadian citizens,2021,2035,papastew Ward
Ritchie,6610,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1820,papastew Ward
Ritchie,6610,Women+,Citizenship,Canadian citizens aged under 18,2021,215,papastew Ward
Ritchie,6610,Women+,Citizenship,Not Canadian citizens,2021,170,papastew Ward
Riverdale,1210,Men+,Citizenship,Canadian citizens,2021,980,O-day'min Ward
Riverdale,1210,Men+,Citizenship,Canadian citizens aged 18 and over,2021,785,O-day'min Ward
Riverdale,1210,Men+,Citizenship,Canadian citizens aged under 18,2021,200,O-day'min Ward
Riverdale,1210,Men+,Citizenship,Not Canadian citizens,2021,40,O-day'min Ward
Riverdale,1210,Total,Citizenship,Canadian citizens,2021,2060,O-day'min Ward
Riverdale,1210,Total,Citizenship,Canadian citizens aged 18 and over,2021,1685,O-day'min Ward
Riverdale,1210,Total,Citizenship,Canadian citizens aged under 18,2021,375,O-day'min Ward
Riverdale,1210,Total,Citizenship,Not Canadian citizens,2021,75,O-day'min Ward
Riverdale,1210,Women+,Citizenship,Canadian citizens,2021,1080,O-day'min Ward
Riverdale,1210,Women+,Citizenship,Canadian citizens aged 18 and over,2021,910,O-day'min Ward
Riverdale,1210,Women+,Citizenship,Canadian citizens aged under 18,2021,175,O-day'min Ward
Riverdale,1210,Women+,Citizenship,Not Canadian citizens,2021,30,O-day'min Ward
Riverview Area,4463,Men+,Citizenship,Canadian citizens,2021,210,sipiwiyiniwak Ward
Riverview Area,4463,Men+,Citizenship,Canadian citizens aged 18 and over,2021,160,sipiwiyiniwak Ward
Riverview Area,4463,Men+,Citizenship,Canadian citizens aged under 18,2021,50,sipiwiyiniwak Ward
Riverview Area,4463,Men+,Citizenship,Not Canadian citizens,2021,0,sipiwiyiniwak Ward
Riverview Area,4463,Total,Citizenship,Canadian citizens,2021,470,sipiwiyiniwak Ward
Riverview Area,4463,Total,Citizenship,Canadian citizens aged 18 and over,2021,355,sipiwiyiniwak Ward
Riverview Area,4463,Total,Citizenship,Canadian citizens aged under 18,2021,110,sipiwiyiniwak Ward
Riverview Area,4463,Total,Citizenship,Not Canadian citizens,2021,10,sipiwiyiniwak Ward
Riverview Area,4463,Women+,Citizenship,Canadian citizens,2021,255,sipiwiyiniwak Ward
Riverview Area,4463,Women+,Citizenship,Canadian citizens aged 18 and over,2021,195,sipiwiyiniwak Ward
Riverview Area,4463,Women+,Citizenship,Canadian citizens aged under 18,2021,65,sipiwiyiniwak Ward
Riverview Area,4463,Women+,Citizenship,Not Canadian citizens,2021,10,sipiwiyiniwak Ward
Rosenthal,4750,Men+,Citizenship,Canadian citizens,2021,1920,Nakota Isga Ward
Rosenthal,4750,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1330,Nakota Isga Ward
Rosenthal,4750,Men+,Citizenship,Canadian citizens aged under 18,2021,590,Nakota Isga Ward
Rosenthal,4750,Men+,Citizenship,Not Canadian citizens,2021,490,Nakota Isga Ward
Rosenthal,4750,Total,Citizenship,Canadian citizens,2021,3810,Nakota Isga Ward
Rosenthal,4750,Total,Citizenship,Canadian citizens aged 18 and over,2021,2690,Nakota Isga Ward
Rosenthal,4750,Total,Citizenship,Canadian citizens aged under 18,2021,1125,Nakota Isga Ward
Rosenthal,4750,Total,Citizenship,Not Canadian citizens,2021,1025,Nakota Isga Ward
Rosenthal,4750,Women+,Citizenship,Canadian citizens,2021,1895,Nakota Isga Ward
Rosenthal,4750,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1355,Nakota Isga Ward
Rosenthal,4750,Women+,Citizenship,Canadian citizens aged under 18,2021,540,Nakota Isga Ward
Rosenthal,4750,Women+,Citizenship,Not Canadian citizens,2021,535,Nakota Isga Ward
Rossdale,1220,Men+,Citizenship,Canadian citizens,2021,490,O-day'min Ward
Rossdale,1220,Men+,Citizenship,Canadian citizens aged 18 and over,2021,450,O-day'min Ward
Rossdale,1220,Men+,Citizenship,Canadian citizens aged under 18,2021,40,O-day'min Ward
Rossdale,1220,Men+,Citizenship,Not Canadian citizens,2021,40,O-day'min Ward
Rossdale,1220,Total,Citizenship,Canadian citizens,2021,895,O-day'min Ward
Rossdale,1220,Total,Citizenship,Canadian citizens aged 18 and over,2021,795,O-day'min Ward
Rossdale,1220,Total,Citizenship,Canadian citizens aged under 18,2021,100,O-day'min Ward
Rossdale,1220,Total,Citizenship,Not Canadian citizens,2021,110,O-day'min Ward
Rossdale,1220,Women+,Citizenship,Canadian citizens,2021,405,O-day'min Ward
Rossdale,1220,Women+,Citizenship,Canadian citizens aged 18 and over,2021,345,O-day'min Ward
Rossdale,1220,Women+,Citizenship,Canadian citizens aged under 18,2021,60,O-day'min Ward
Rossdale,1220,Women+,Citizenship,Not Canadian citizens,2021,70,O-day'min Ward
Rosslyn,3390,Men+,Citizenship,Canadian citizens,2021,1205,Anirniq Ward
Rosslyn,3390,Men+,Citizenship,Canadian citizens aged 18 and over,2021,955,Anirniq Ward
Rosslyn,3390,Men+,Citizenship,Canadian citizens aged under 18,2021,250,Anirniq Ward
Rosslyn,3390,Men+,Citizenship,Not Canadian citizens,2021,160,Anirniq Ward
Rosslyn,3390,Total,Citizenship,Canadian citizens,2021,2545,Anirniq Ward
Rosslyn,3390,Total,Citizenship,Canadian citizens aged 18 and over,2021,2055,Anirniq Ward
Rosslyn,3390,Total,Citizenship,Canadian citizens aged under 18,2021,490,Anirniq Ward
Rosslyn,3390,Total,Citizenship,Not Canadian citizens,2021,385,Anirniq Ward
Rosslyn,3390,Women+,Citizenship,Canadian citizens,2021,1340,Anirniq Ward
Rosslyn,3390,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1105,Anirniq Ward
Rosslyn,3390,Women+,Citizenship,Canadian citizens aged under 18,2021,235,Anirniq Ward
Rosslyn,3390,Women+,Citizenship,Not Canadian citizens,2021,230,Anirniq Ward
Royal Gardens,5430,Men+,Citizenship,Canadian citizens,2021,1415,papastew Ward
Royal Gardens,5430,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1095,papastew Ward
Royal Gardens,5430,Men+,Citizenship,Canadian citizens aged under 18,2021,320,papastew Ward
Royal Gardens,5430,Men+,Citizenship,Not Canadian citizens,2021,260,papastew Ward
Royal Gardens,5430,Total,Citizenship,Canadian citizens,2021,2915,papastew Ward
Royal Gardens,5430,Total,Citizenship,Canadian citizens aged 18 and over,2021,2245,papastew Ward
Royal Gardens,5430,Total,Citizenship,Canadian citizens aged under 18,2021,670,papastew Ward
Royal Gardens,5430,Total,Citizenship,Not Canadian citizens,2021,570,papastew Ward
Royal Gardens,5430,Women+,Citizenship,Canadian citizens,2021,1500,papastew Ward
Royal Gardens,5430,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1150,papastew Ward
Royal Gardens,5430,Women+,Citizenship,Canadian citizens aged under 18,2021,345,papastew Ward
Royal Gardens,5430,Women+,Citizenship,Not Canadian citizens,2021,315,papastew Ward
Rundle Heights,2660,Men+,Citizenship,Canadian citizens,2021,1500,Métis Ward
Rundle Heights,2660,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1110,Métis Ward
Rundle Heights,2660,Men+,Citizenship,Canadian citizens aged under 18,2021,390,Métis Ward
Rundle Heights,2660,Men+,Citizenship,Not Canadian citizens,2021,195,Métis Ward
Rundle Heights,2660,Total,Citizenship,Canadian citizens,2021,2915,Métis Ward
Rundle Heights,2660,Total,Citizenship,Canadian citizens aged 18 and over,2021,2150,Métis Ward
Rundle Heights,2660,Total,Citizenship,Canadian citizens aged under 18,2021,765,Métis Ward
Rundle Heights,2660,Total,Citizenship,Not Canadian citizens,2021,430,Métis Ward
Rundle Heights,2660,Women+,Citizenship,Canadian citizens,2021,1415,Métis Ward
Rundle Heights,2660,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1040,Métis Ward
Rundle Heights,2660,Women+,Citizenship,Canadian citizens aged under 18,2021,370,Métis Ward
Rundle Heights,2660,Women+,Citizenship,Not Canadian citizens,2021,240,Métis Ward
Rural North East Horse Hill,2670,Men+,Citizenship,Canadian citizens,2021,155,Dene Ward
Rural North East Horse Hill,2670,Men+,Citizenship,Canadian citizens aged 18 and over,2021,130,Dene Ward
Rural North East Horse Hill,2670,Men+,Citizenship,Canadian citizens aged under 18,2021,20,Dene Ward
Rural North East Horse Hill,2670,Men+,Citizenship,Not Canadian citizens,2021,0,Dene Ward
Rural North East Horse Hill,2670,Total,Citizenship,Canadian citizens,2021,265,Dene Ward
Rural North East Horse Hill,2670,Total,Citizenship,Canadian citizens aged 18 and over,2021,205,Dene Ward
Rural North East Horse Hill,2670,Total,Citizenship,Canadian citizens aged under 18,2021,60,Dene Ward
Rural North East Horse Hill,2670,Total,Citizenship,Not Canadian citizens,2021,0,Dene Ward
Rural North East Horse Hill,2670,Women+,Citizenship,Canadian citizens,2021,115,Dene Ward
Rural North East Horse Hill,2670,Women+,Citizenship,Canadian citizens aged 18 and over,2021,80,Dene Ward
Rural North East Horse Hill,2670,Women+,Citizenship,Canadian citizens aged under 18,2021,35,Dene Ward
Rural North East Horse Hill,2670,Women+,Citizenship,Not Canadian citizens,2021,0,Dene Ward
Rutherford,5454,Men+,Citizenship,Canadian citizens,2021,4790,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Men+,Citizenship,Canadian citizens aged 18 and over,2021,3530,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Men+,Citizenship,Canadian citizens aged under 18,2021,1265,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Men+,Citizenship,Not Canadian citizens,2021,765,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Total,Citizenship,Canadian citizens,2021,9520,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Total,Citizenship,Canadian citizens aged 18 and over,2021,7040,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Total,Citizenship,Canadian citizens aged under 18,2021,2485,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Total,Citizenship,Not Canadian citizens,2021,1595,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Women+,Citizenship,Canadian citizens,2021,4730,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Women+,Citizenship,Canadian citizens aged 18 and over,2021,3510,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Women+,Citizenship,Canadian citizens aged under 18,2021,1215,Ipiihkoohkanipiaohtsi Ward
Rutherford,5454,Women+,Citizenship,Not Canadian citizens,2021,830,Ipiihkoohkanipiaohtsi Ward
Sakaw,6670,Men+,Citizenship,Canadian citizens,2021,1695,Karhiio Ward
Sakaw,6670,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1315,Karhiio Ward
Sakaw,6670,Men+,Citizenship,Canadian citizens aged under 18,2021,380,Karhiio Ward
Sakaw,6670,Men+,Citizenship,Not Canadian citizens,2021,260,Karhiio Ward
Sakaw,6670,Total,Citizenship,Canadian citizens,2021,3500,Karhiio Ward
Sakaw,6670,Total,Citizenship,Canadian citizens aged 18 and over,2021,2775,Karhiio Ward
Sakaw,6670,Total,Citizenship,Canadian citizens aged under 18,2021,725,Karhiio Ward
Sakaw,6670,Total,Citizenship,Not Canadian citizens,2021,500,Karhiio Ward
Sakaw,6670,Women+,Citizenship,Canadian citizens,2021,1805,Karhiio Ward
Sakaw,6670,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1455,Karhiio Ward
Sakaw,6670,Women+,Citizenship,Canadian citizens aged under 18,2021,350,Karhiio Ward
Sakaw,6670,Women+,Citizenship,Not Canadian citizens,2021,245,Karhiio Ward
Satoo,6680,Men+,Citizenship,Canadian citizens,2021,1455,Karhiio Ward
Satoo,6680,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1195,Karhiio Ward
Satoo,6680,Men+,Citizenship,Canadian citizens aged under 18,2021,265,Karhiio Ward
Satoo,6680,Men+,Citizenship,Not Canadian citizens,2021,145,Karhiio Ward
Satoo,6680,Total,Citizenship,Canadian citizens,2021,2980,Karhiio Ward
Satoo,6680,Total,Citizenship,Canadian citizens aged 18 and over,2021,2385,Karhiio Ward
Satoo,6680,Total,Citizenship,Canadian citizens aged under 18,2021,595,Karhiio Ward
Satoo,6680,Total,Citizenship,Not Canadian citizens,2021,270,Karhiio Ward
Satoo,6680,Women+,Citizenship,Canadian citizens,2021,1520,Karhiio Ward
Satoo,6680,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1190,Karhiio Ward
Satoo,6680,Women+,Citizenship,Canadian citizens aged under 18,2021,335,Karhiio Ward
Satoo,6680,Women+,Citizenship,Not Canadian citizens,2021,125,Karhiio Ward
Schonsee,2700,Men+,Citizenship,Canadian citizens,2021,2080,tastawiyiniwak Ward
Schonsee,2700,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1480,tastawiyiniwak Ward
Schonsee,2700,Men+,Citizenship,Canadian citizens aged under 18,2021,600,tastawiyiniwak Ward
Schonsee,2700,Men+,Citizenship,Not Canadian citizens,2021,165,tastawiyiniwak Ward
Schonsee,2700,Total,Citizenship,Canadian citizens,2021,4210,tastawiyiniwak Ward
Schonsee,2700,Total,Citizenship,Canadian citizens aged 18 and over,2021,3020,tastawiyiniwak Ward
Schonsee,2700,Total,Citizenship,Canadian citizens aged under 18,2021,1190,tastawiyiniwak Ward
Schonsee,2700,Total,Citizenship,Not Canadian citizens,2021,405,tastawiyiniwak Ward
Schonsee,2700,Women+,Citizenship,Canadian citizens,2021,2130,tastawiyiniwak Ward
Schonsee,2700,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1540,tastawiyiniwak Ward
Schonsee,2700,Women+,Citizenship,Canadian citizens aged under 18,2021,590,tastawiyiniwak Ward
Schonsee,2700,Women+,Citizenship,Not Canadian citizens,2021,240,tastawiyiniwak Ward
Secord,4487,Men+,Citizenship,Canadian citizens,2021,3260,Nakota Isga Ward
Secord,4487,Men+,Citizenship,Canadian citizens aged 18 and over,2021,2100,Nakota Isga Ward
Secord,4487,Men+,Citizenship,Canadian citizens aged under 18,2021,1160,Nakota Isga Ward
Secord,4487,Men+,Citizenship,Not Canadian citizens,2021,805,Nakota Isga Ward
Secord,4487,Total,Citizenship,Canadian citizens,2021,6430,Nakota Isga Ward
Secord,4487,Total,Citizenship,Canadian citizens aged 18 and over,2021,4220,Nakota Isga Ward
Secord,4487,Total,Citizenship,Canadian citizens aged under 18,2021,2210,Nakota Isga Ward
Secord,4487,Total,Citizenship,Not Canadian citizens,2021,1670,Nakota Isga Ward
Secord,4487,Women+,Citizenship,Canadian citizens,2021,3165,Nakota Isga Ward
Secord,4487,Women+,Citizenship,Canadian citizens aged 18 and over,2021,2120,Nakota Isga Ward
Secord,4487,Women+,Citizenship,Canadian citizens aged under 18,2021,1050,Nakota Isga Ward
Secord,4487,Women+,Citizenship,Not Canadian citizens,2021,865,Nakota Isga Ward
Sherbrooke,3410,Men+,Citizenship,Canadian citizens,2021,1215,Anirniq Ward
Sherbrooke,3410,Men+,Citizenship,Canadian citizens aged 18 and over,2021,985,Anirniq Ward
Sherbrooke,3410,Men+,Citizenship,Canadian citizens aged under 18,2021,230,Anirniq Ward
Sherbrooke,3410,Men+,Citizenship,Not Canadian citizens,2021,110,Anirniq Ward
Sherbrooke,3410,Total,Citizenship,Canadian citizens,2021,2190,Anirniq Ward
Sherbrooke,3410,Total,Citizenship,Canadian citizens aged 18 and over,2021,1770,Anirniq Ward
Sherbrooke,3410,Total,Citizenship,Canadian citizens aged under 18,2021,420,Anirniq Ward
Sherbrooke,3410,Total,Citizenship,Not Canadian citizens,2021,215,Anirniq Ward
Sherbrooke,3410,Women+,Citizenship,Canadian citizens,2021,975,Anirniq Ward
Sherbrooke,3410,Women+,Citizenship,Canadian citizens aged 18 and over,2021,785,Anirniq Ward
Sherbrooke,3410,Women+,Citizenship,Canadian citizens aged under 18,2021,190,Anirniq Ward
Sherbrooke,3410,Women+,Citizenship,Not Canadian citizens,2021,100,Anirniq Ward
Sherwood,4500,Men+,Citizenship,Canadian citizens,2021,575,sipiwiyiniwak Ward
Sherwood,4500,Men+,Citizenship,Canadian citizens aged 18 and over,2021,500,sipiwiyiniwak Ward
Sherwood,4500,Men+,Citizenship,Canadian citizens aged under 18,2021,75,sipiwiyiniwak Ward
Sherwood,4500,Men+,Citizenship,Not Canadian citizens,2021,30,sipiwiyiniwak Ward
Sherwood,4500,Total,Citizenship,Canadian citizens,2021,1100,sipiwiyiniwak Ward
Sherwood,4500,Total,Citizenship,Canadian citizens aged 18 and over,2021,955,sipiwiyiniwak Ward
Sherwood,4500,Total,Citizenship,Canadian citizens aged under 18,2021,145,sipiwiyiniwak Ward
Sherwood,4500,Total,Citizenship,Not Canadian citizens,2021,90,sipiwiyiniwak Ward
Sherwood,4500,Women+,Citizenship,Canadian citizens,2021,530,sipiwiyiniwak Ward
Sherwood,4500,Women+,Citizenship,Canadian citizens aged 18 and over,2021,455,sipiwiyiniwak Ward
Sherwood,4500,Women+,Citizenship,Canadian citizens aged under 18,2021,65,sipiwiyiniwak Ward
Sherwood,4500,Women+,Citizenship,Not Canadian citizens,2021,60,sipiwiyiniwak Ward
Sifton Park,2710,Men+,Citizenship,Canadian citizens,2021,840,Dene Ward
Sifton Park,2710,Men+,Citizenship,Canadian citizens aged 18 and over,2021,585,Dene Ward
Sifton Park,2710,Men+,Citizenship,Canadian citizens aged under 18,2021,255,Dene Ward
Sifton Park,2710,Men+,Citizenship,Not Canadian citizens,2021,260,Dene Ward
Sifton Park,2710,Total,Citizenship,Canadian citizens,2021,1625,Dene Ward
Sifton Park,2710,Total,Citizenship,Canadian citizens aged 18 and over,2021,1180,Dene Ward
Sifton Park,2710,Total,Citizenship,Canadian citizens aged under 18,2021,450,Dene Ward
Sifton Park,2710,Total,Citizenship,Not Canadian citizens,2021,470,Dene Ward
Sifton Park,2710,Women+,Citizenship,Canadian citizens,2021,790,Dene Ward
Sifton Park,2710,Women+,Citizenship,Canadian citizens aged 18 and over,2021,595,Dene Ward
Sifton Park,2710,Women+,Citizenship,Canadian citizens aged under 18,2021,195,Dene Ward
Sifton Park,2710,Women+,Citizenship,Not Canadian citizens,2021,210,Dene Ward
Silver Berry,6442,Men+,Citizenship,Canadian citizens,2021,3215,Sspomitapi Ward
Silver Berry,6442,Men+,Citizenship,Canadian citizens aged 18 and over,2021,2320,Sspomitapi Ward
Silver Berry,6442,Men+,Citizenship,Canadian citizens aged under 18,2021,900,Sspomitapi Ward
Silver Berry,6442,Men+,Citizenship,Not Canadian citizens,2021,1055,Sspomitapi Ward
Silver Berry,6442,Total,Citizenship,Canadian citizens,2021,6510,Sspomitapi Ward
Silver Berry,6442,Total,Citizenship,Canadian citizens aged 18 and over,2021,4605,Sspomitapi Ward
Silver Berry,6442,Total,Citizenship,Canadian citizens aged under 18,2021,1910,Sspomitapi Ward
Silver Berry,6442,Total,Citizenship,Not Canadian citizens,2021,2045,Sspomitapi Ward
Silver Berry,6442,Women+,Citizenship,Canadian citizens,2021,3295,Sspomitapi Ward
Silver Berry,6442,Women+,Citizenship,Canadian citizens aged 18 and over,2021,2285,Sspomitapi Ward
Silver Berry,6442,Women+,Citizenship,Canadian citizens aged under 18,2021,1010,Sspomitapi Ward
Silver Berry,6442,Women+,Citizenship,Not Canadian citizens,2021,990,Sspomitapi Ward
Skyrattler,5460,Men+,Citizenship,Canadian citizens,2021,850,Ipiihkoohkanipiaohtsi Ward
Skyrattler,5460,Men+,Citizenship,Canadian citizens aged 18 and over,2021,670,Ipiihkoohkanipiaohtsi Ward
Skyrattler,5460,Men+,Citizenship,Canadian citizens aged under 18,2021,180,Ipiihkoohkanipiaohtsi Ward
Skyrattler,5460,Men+,Citizenship,Not Canadian citizens,2021,110,Ipiihkoohkanipiaohtsi Ward
Skyrattler,5460,Total,Citizenship,Canadian citizens,2021,1840,Ipiihkoohkanipiaohtsi Ward
Skyrattler,5460,Total,Citizenship,Canadian citizens aged 18 and over,2021,1475,Ipiihkoohkanipiaohtsi Ward
Skyrattler,5460,Total,Citizenship,Canadian citizens aged under 18,2021,365,Ipiihkoohkanipiaohtsi Ward
Skyrattler,5460,Total,Citizenship,Not Canadian citizens,2021,300,Ipiihkoohkanipiaohtsi Ward
Skyrattler,5460,Women+,Citizenship,Canadian citizens,2021,985,Ipiihkoohkanipiaohtsi Ward
Skyrattler,5460,Women+,Citizenship,Canadian citizens aged 18 and over,2021,800,Ipiihkoohkanipiaohtsi Ward
Skyrattler,5460,Women+,Citizenship,Canadian citizens aged under 18,2021,185,Ipiihkoohkanipiaohtsi Ward
Skyrattler,5460,Women+,Citizenship,Not Canadian citizens,2021,190,Ipiihkoohkanipiaohtsi Ward
South Terwillegar,5642,Men+,Citizenship,Canadian citizens,2021,3985,pihêsiwin Ward
South Terwillegar,5642,Men+,Citizenship,Canadian citizens aged 18 and over,2021,2910,pihêsiwin Ward
South Terwillegar,5642,Men+,Citizenship,Canadian citizens aged under 18,2021,1080,pihêsiwin Ward
South Terwillegar,5642,Men+,Citizenship,Not Canadian citizens,2021,620,pihêsiwin Ward
South Terwillegar,5642,Total,Citizenship,Canadian citizens,2021,8090,pihêsiwin Ward
South Terwillegar,5642,Total,Citizenship,Canadian citizens aged 18 and over,2021,6015,pihêsiwin Ward
South Terwillegar,5642,Total,Citizenship,Canadian citizens aged under 18,2021,2075,pihêsiwin Ward
South Terwillegar,5642,Total,Citizenship,Not Canadian citizens,2021,1370,pihêsiwin Ward
South Terwillegar,5642,Women+,Citizenship,Canadian citizens,2021,4105,pihêsiwin Ward
South Terwillegar,5642,Women+,Citizenship,Canadian citizens aged 18 and over,2021,3105,pihêsiwin Ward
South Terwillegar,5642,Women+,Citizenship,Canadian citizens aged under 18,2021,1000,pihêsiwin Ward
South Terwillegar,5642,Women+,Citizenship,Not Canadian citizens,2021,750,pihêsiwin Ward
Spruce Avenue,1230,Men+,Citizenship,Canadian citizens,2021,820,O-day'min Ward
Spruce Avenue,1230,Men+,Citizenship,Canadian citizens aged 18 and over,2021,645,O-day'min Ward
Spruce Avenue,1230,Men+,Citizenship,Canadian citizens aged under 18,2021,175,O-day'min Ward
Spruce Avenue,1230,Men+,Citizenship,Not Canadian citizens,2021,80,O-day'min Ward
Spruce Avenue,1230,Total,Citizenship,Canadian citizens,2021,1520,O-day'min Ward
Spruce Avenue,1230,Total,Citizenship,Canadian citizens aged 18 and over,2021,1225,O-day'min Ward
Spruce Avenue,1230,Total,Citizenship,Canadian citizens aged under 18,2021,300,O-day'min Ward
Spruce Avenue,1230,Total,Citizenship,Not Canadian citizens,2021,200,O-day'min Ward
Spruce Avenue,1230,Women+,Citizenship,Canadian citizens,2021,705,O-day'min Ward
Spruce Avenue,1230,Women+,Citizenship,Canadian citizens aged 18 and over,2021,580,O-day'min Ward
Spruce Avenue,1230,Women+,Citizenship,Canadian citizens aged under 18,2021,120,O-day'min Ward
Spruce Avenue,1230,Women+,Citizenship,Not Canadian citizens,2021,125,O-day'min Ward
Starling,4474,Men+,Citizenship,Canadian citizens,2021,930,Nakota Isga Ward
Starling,4474,Men+,Citizenship,Canadian citizens aged 18 and over,2021,665,Nakota Isga Ward
Starling,4474,Men+,Citizenship,Canadian citizens aged under 18,2021,260,Nakota Isga Ward
Starling,4474,Men+,Citizenship,Not Canadian citizens,2021,70,Nakota Isga Ward
Starling,4474,Total,Citizenship,Canadian citizens,2021,1920,Nakota Isga Ward
Starling,4474,Total,Citizenship,Canadian citizens aged 18 and over,2021,1395,Nakota Isga Ward
Starling,4474,Total,Citizenship,Canadian citizens aged under 18,2021,525,Nakota Isga Ward
Starling,4474,Total,Citizenship,Not Canadian citizens,2021,125,Nakota Isga Ward
Starling,4474,Women+,Citizenship,Canadian citizens,2021,990,Nakota Isga Ward
Starling,4474,Women+,Citizenship,Canadian citizens aged 18 and over,2021,730,Nakota Isga Ward
Starling,4474,Women+,Citizenship,Canadian citizens aged under 18,2021,265,Nakota Isga Ward
Starling,4474,Women+,Citizenship,Not Canadian citizens,2021,55,Nakota Isga Ward
Steinhauer,5470,Men+,Citizenship,Canadian citizens,2021,915,Ipiihkoohkanipiaohtsi Ward
Steinhauer,5470,Men+,Citizenship,Canadian citizens aged 18 and over,2021,740,Ipiihkoohkanipiaohtsi Ward
Steinhauer,5470,Men+,Citizenship,Canadian citizens aged under 18,2021,175,Ipiihkoohkanipiaohtsi Ward
Steinhauer,5470,Men+,Citizenship,Not Canadian citizens,2021,90,Ipiihkoohkanipiaohtsi Ward
Steinhauer,5470,Total,Citizenship,Canadian citizens,2021,1880,Ipiihkoohkanipiaohtsi Ward
Steinhauer,5470,Total,Citizenship,Canadian citizens aged 18 and over,2021,1490,Ipiihkoohkanipiaohtsi Ward
Steinhauer,5470,Total,Citizenship,Canadian citizens aged under 18,2021,390,Ipiihkoohkanipiaohtsi Ward
Steinhauer,5470,Total,Citizenship,Not Canadian citizens,2021,145,Ipiihkoohkanipiaohtsi Ward
Steinhauer,5470,Women+,Citizenship,Canadian citizens,2021,960,Ipiihkoohkanipiaohtsi Ward
Steinhauer,5470,Women+,Citizenship,Canadian citizens aged 18 and over,2021,750,Ipiihkoohkanipiaohtsi Ward
Steinhauer,5470,Women+,Citizenship,Canadian citizens aged under 18,2021,210,Ipiihkoohkanipiaohtsi Ward
Steinhauer,5470,Women+,Citizenship,Not Canadian citizens,2021,55,Ipiihkoohkanipiaohtsi Ward
Stewart Greens,4486,Men+,Citizenship,Canadian citizens,2021,570,Nakota Isga Ward
Stewart Greens,4486,Men+,Citizenship,Canadian citizens aged 18 and over,2021,360,Nakota Isga Ward
Stewart Greens,4486,Men+,Citizenship,Canadian citizens aged under 18,2021,210,Nakota Isga Ward
Stewart Greens,4486,Men+,Citizenship,Not Canadian citizens,2021,160,Nakota Isga Ward
Stewart Greens,4486,Total,Citizenship,Canadian citizens,2021,1125,Nakota Isga Ward
Stewart Greens,4486,Total,Citizenship,Canadian citizens aged 18 and over,2021,690,Nakota Isga Ward
